specimen_id,IAgroup
IYS2022-TINRO-3-30-Trawl-216-486,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-216-488,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-216-489,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-217-490,Cook_Inlet
IYS2022-TINRO-3-30-Trawl-217-491,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-217-492,Western_AK_BBay
IYS2022-TINRO-3-31-Trawl-221-494,BC_WA
IYS2022-TINRO-3-31-Trawl-221-495,Cook_Inlet
IYS2022-TINRO-3-31-Trawl-221-496,Western_AK_BBay
IYS2022-TINRO-3-32-Trawl-226-502,Western_AK_BBay
IYS2022-TINRO-3-32-Trawl-226-503,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-2-Trawl-3-9,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-11,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-12,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-13,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-14,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-15,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-17,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-18,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-19,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-21,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-22,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-23,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-24,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-35,Cook_Inlet
IYS2022-NW-2-3-Trawl-3-3,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-5,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-6,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-7,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-8,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-9,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-11,Western_AK_BBay
IYS2022-NW-2-4-Trawl-2-1,Western_AK_BBay
IYS2022-NW-2-4-Trawl-2-2,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-24,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-25,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-26,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-27,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-28,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-5-Trawl-2-29,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-30,Cook_Inlet
IYS2022-NW-2-5-Trawl-2-31,BC_WA
IYS2022-NW-2-6-Trawl-3-33,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-6-Trawl-3-34,Western_AK_BBay
IYS2022-NW-2-6-Trawl-3-35,Western_AK_BBay
IYS2022-NW-2-6-Trawl-3-38,Cook_Inlet
IYS2022-NW-2-6-Trawl-3-39,Western_AK_BBay
IYS2022-NW-2-6-Trawl-3-43,Cook_Inlet
IYS2022-NW-2-6-Trawl-3-44,Cook_Inlet
IYS2022-NW-2-6-Trawl-3-45,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-2,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-3,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-4,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-5,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-6,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-7,BC_WA
IYS2022-NW-2-7-Trawl-2-8,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-9,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-10,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-1,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-2,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-3,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-4,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-5,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-6,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-7,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-8,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-1,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-2,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-3,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-4,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-5,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-6,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-7,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-8,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-1,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-2,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-3,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-4,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-5,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-6,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-7,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-8,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-9,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-10,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-27,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-28,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-29,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-30,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-13-Trawl-5-31,Russia
IYS2022-NW-2-13-Trawl-5-32,Cook_Inlet
IYS2022-NW-2-13-Trawl-5-33,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-34,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-14-Trawl-3-2,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-3,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-5,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-6,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-8,Cook_Inlet
IYS2022-NW-2-14-Trawl-3-9,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-10,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-11,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-12,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-13,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-15,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-16,BC_WA
IYS2022-NW-2-14-Trawl-3-17,BC_WA
IYS2022-NW-2-14-Trawl-3-20,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-21,Cook_Inlet
IYS2022-NW-2-14-Trawl-3-22,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-14-Trawl-3-23,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-24,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-25,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-26,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-26,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-27,Russia
IYS2022-NW-2-15-Trawl-4-29,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-15-Trawl-4-30,PWS_CopperR_SEAK
IYS2022-NW-2-15-Trawl-4-31,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-32,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-34,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-35,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-36,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-27,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-38,BC_WA
IYS2022-NW-2-16-Trawl-5-39,Cook_Inlet
IYS2022-NW-2-16-Trawl-5-40,Cook_Inlet
IYS2022-NW-2-16-Trawl-5-41,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-42,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-43,BC_WA
IYS2022-NW-2-16-Trawl-5-44,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-45,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-46,BC_WA
IYS2022-NW-2-16-Trawl-5-47,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-56,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-57,Cook_Inlet
IYS2022-NW-2-17-Trawl-3-58,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-Trawl-3-59,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-60,Russia
IYS2022-NW-2-17-Trawl-3-61,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-62,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-63,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-64,Cook_Inlet
IYS2022-NW-2-17-Trawl-3-66,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-67,Russia
IYS2022-NW-2-17-Trawl-3-68,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-69,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-70,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-71,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-72,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-Trawl-3-73,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-74,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-Trawl-3-75,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-76,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-77,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-78,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-79,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-77,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-78,Russia
IYS2022-NW-2-18-Trawl-3-80,Russia
IYS2022-NW-2-18-Trawl-3-81,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-82,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-83,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-84,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-85,Cook_Inlet
IYS2022-NW-2-19-Trawl-9-6,Western_AK_BBay
IYS2022-NW-2-19-Trawl-9-7,Western_AK_BBay
IYS2022-NW-2-19-Trawl-9-8,Western_AK_BBay
IYS2022-NW-2-19-Trawl-9-10,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-2,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-3,Russia
IYS2022-NW-2-20-Trawl-4-4,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-5,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-6,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-7,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-9,Russia
IYS2022-NW-2-20-Trawl-4-11,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-13,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-14,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-15,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-16,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-17,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-18,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-19,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-20,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-21,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-22,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-23,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-24,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-25,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-26,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-27,Cook_Inlet
IYS2022-NW-2-20-Trawl-4-28,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-29,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-20-Trawl-4-30,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-31,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-32,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-33,PWS_CopperR_SEAK
IYS2022-NW-2-20-Trawl-4-34,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-35,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-36,Russia
IYS2022-NW-2-21-Trawl-1-1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-21-Trawl-1-2,Western_AK_BBay
IYS2022-NW-2-22-Trawl-3-48,Western_AK_BBay
IYS2022-NW-2-22-Trawl-3-49,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-9,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-8,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-7,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-6,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-5,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-4,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-3,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-12,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-11,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-1,Western_AK_BBay
IYS2022-Shimada-4-25-Trawl-8-1,Cook_Inlet
IYS2022-Shimada-4-24-Trawl-12-9,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-8,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-7,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-6,Cook_Inlet
IYS2022-Shimada-4-24-Trawl-12-5,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-4,BC_WA
IYS2022-Shimada-4-24-Trawl-12-3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-2,BC_WA
IYS2022-Shimada-4-24-Trawl-12-10,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-1,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-4,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-23-Trawl-6-2,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-1,Western_AK_BBay
IYS2022-Shimada-4-22-Trawl-7-9,Cook_Inlet
IYS2022-Shimada-4-22-Trawl-7-8,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-22-Trawl-7-7,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-22-Trawl-7-6,BC_WA
IYS2022-Shimada-4-22-Trawl-7-5,PWS_CopperR_SEAK
IYS2022-Shimada-4-22-Trawl-7-4,BC_WA
IYS2022-Shimada-4-22-Trawl-7-3,Cook_Inlet
IYS2022-Shimada-4-22-Trawl-7-2,BC_WA
IYS2022-Shimada-4-22-Trawl-7-1,Cook_Inlet
IYS2022-Shimada-4-21-Trawl-10-7,BC_WA
IYS2022-Shimada-4-21-Trawl-10-6,Cook_Inlet
IYS2022-Shimada-4-21-Trawl-10-5,Western_AK_BBay
IYS2022-Shimada-4-21-Trawl-10-4,BC_WA
IYS2022-Shimada-4-21-Trawl-10-3,Cook_Inlet
IYS2022-Shimada-4-20-Trawl-7-1,PWS_CopperR_SEAK
IYS2022-Shimada-4-19-Trawl-9-4,Western_AK_BBay
IYS2022-Shimada-4-19-Trawl-9-3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-19-Trawl-9-2,BC_WA
IYS2022-Shimada-4-19-Trawl-9-1,BC_WA
IYS2022-Shimada-4-18-Trawl-11-7,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-18-Trawl-11-6,Cook_Inlet
IYS2022-Shimada-4-18-Trawl-11-5,Western_AK_BBay
IYS2022-Shimada-4-18-Trawl-11-4,PWS_CopperR_SEAK
IYS2022-Shimada-4-18-Trawl-11-3,BC_WA
IYS2022-Shimada-4-18-Trawl-11-2,Western_AK_BBay
IYS2022-Shimada-4-17-Trawl-7-3,PWS_CopperR_SEAK
IYS2022-Shimada-4-17-Trawl-7-2,Western_AK_BBay
IYS2022-Shimada-4-17-Trawl-7-1,BC_WA
IYS2022-Shimada-4-16-Trawl-7-5,PWS_CopperR_SEAK
IYS2022-Shimada-4-16-Trawl-7-4,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-3,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-2,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-1,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-3,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-2,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-1,Western_AK_BBay
IYS2022-Shimada-4-14-Trawl-8-1,BC_WA
IYS2022-Shimada-4-12-Trawl-8-1,PWS_CopperR_SEAK
IYS2022-Franklin-5-49-138-Trawl-118-0001,PWS_CopperR_SEAK
IYS2022-Franklin-5-50-138-Trawl-118-0002,BC_WA
IYS2022-Franklin-5-50-138-Trawl-118-0004,BC_WA
IYS2022-Franklin-5-50-138-Trawl-118-0005,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0006,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0007,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0008,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0009,BC_WA
IYS2022-Franklin-5-50-141-Trawl-118-0010,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0011,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0012,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0013,BC_WA
IYS2022-Franklin-5-49-141-Trawl-118-0014,PWS_CopperR_SEAK
IYS2022-Franklin-5-49-141-Trawl-118-0015,Western_AK_BBay
IYS2022-Franklin-5-49-141-Trawl-118-0017,Cook_Inlet
IYS2022-Franklin-5-49-141-Trawl-118-0018,Western_AK_BBay
IYS2022-Franklin-5-48-141-Trawl-118-0020,BC_WA
IYS2022-Franklin-5-48-144-Trawl-118-0022,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0023,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0024,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0025,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0026,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0027,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0028,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0029,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0030,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0032,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0033,AK_Pen_Kodiak_Afognak
IYS2022-Franklin-5-51-141-Trawl-118-0034,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0035,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0040,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0041,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0042,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0043,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0044,PWS_CopperR_SEAK
IYS2022-Franklin-5-51-141-Trawl-118-0045,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0046,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0047,Cook_Inlet
IYS2022-Franklin-5-52-141-Trawl-118-0052,Western_AK_BBay
IYS2022-Franklin-5-52-141-Trawl-118-0053,Western_AK_BBay
IYS2022-Franklin-5-52-141-Trawl-118-0054,AK_Pen_Kodiak_Afognak
IYS2022-Franklin-5-52-141-Trawl-118-0055,Western_AK_BBay
IYS2022-Franklin-5-52-141-Trawl-118-0056,BC_WA
IYS2022-Franklin-5-52-141-Trawl-118-0057,BC_WA
IYS2022-Franklin-5-53-141-Trawl-118-0058,Western_AK_BBay
IYS2022-Franklin-5-53-141-Trawl-118-0059,Western_AK_BBay
IYS2022-Franklin-5-53-138-Trawl-118-0060,Western_AK_BBay
IYS2022-Franklin-5-52-138-Trawl-118-0061,BC_WA
IYS2022-Franklin-5-52-138-Trawl-118-0062,BC_WA
IYS2022-Franklin-5-52-138-Trawl-118-0063,Western_AK_BBay
IYS2022-Franklin-5-52-138-Trawl-118-0065,Western_AK_BBay
IYS2022-Franklin-5-52-138-Trawl-118-0066,PWS_CopperR_SEAK
IYS2022-Franklin-5-52-135-Trawl-118-0067,Western_AK_BBay
IYS2022-Franklin-5-54-138-Trawl-118-0076,Western_AK_BBay
IYS2022-Franklin-5-54-138-Trawl-118-0077,Western_AK_BBay
IYS2022-Franklin-5-54-138-Trawl-118-0078,BC_WA
IYS2022-Franklin-5-55-141-Trawl-118-0079,Western_AK_BBay
IYS2022-Franklin-5-56-141-Trawl-118-0081,Western_AK_BBay
IYS2022-Franklin-5-55-144-Trawl-118-0082,BC_WA
IYS2022-Franklin-5-55-144-Trawl-118-0083,Western_AK_BBay
IYS2022-Franklin-5-55-144-Trawl-118-0085,BC_WA
IYS2022-Franklin-5-55-144-Trawl-118-0086,Western_AK_BBay
IYS2022-Franklin-5-54-144-Trawl-118-0087,PWS_CopperR_SEAK
IYS2022-Franklin-5-53-144-Trawl-118-0089,PWS_CopperR_SEAK
